Q36b,Q37b,Q38b,QRID,Q39b,Q5,Q6,country,Q15a,Q15b
Yes,Yes,,13079194,Yes,Oppose,Illegal in most cases,Spain,Seldom,
Yes,Yes,Yes,13079197,,Strongly favor,Legal in all cases,Spain,Never,
Yes,Yes,,13079218,Yes,Strongly oppose,Refused (DO NOT READ),Spain,A few times a year,
Yes,Yes,,13079229,Yes,Favor,Illegal in most cases,Spain,A few times a year,
Yes,Yes,Yes,13079237,Yes,Favor,Legal in all cases,Spain,Never,
Yes,Yes,Yes,13079247,Yes,Strongly favor,Legal in all cases,Spain,Never,
Yes,Yes,Yes,13079336,Yes,Strongly favor,Legal in most cases,Spain,Never,
Yes,Yes,,13079358,Yes,Favor,Legal in all cases,Spain,Never,
Yes,Yes,,13079363,Yes,Favor,Illegal in most cases,Spain,Once or twice a month,
Yes,Yes,,13079408,Yes,Favor,Legal in most cases,Spain,Once a week,
Yes,Yes,,13079432,Yes,Oppose,Illegal in all cases,Spain,Once a week,
Yes,Yes,,13079437,Yes,Favor,Legal in most cases,Spain,More than once a week,
Yes,Yes,,13079462,Yes,Favor,Illegal in all cases,Spain,More than once a week,
Yes,Yes,,13079479,Yes,Favor,Legal in most cases,Spain,Once a week,
Yes,Yes,Yes,13079484,Yes,Favor,Legal in most cases,Spain,Seldom,
Yes,Yes,Yes,13079491,Yes,Oppose,Legal in most cases,Spain,Never,
Yes,Yes,,13079516,Yes,Favor,Legal in all cases,Spain,Once or twice a month,
Don't know (DO NOT READ),Yes,,13079525,Yes,Favor,Don't know (DO NOT READ),Spain,Once a week,
Yes,Yes,,13079539,Yes,Refused (DO NOT READ),Legal in most cases,Spain,Seldom,
Yes,Yes,Yes,13079608,Yes,Strongly favor,Legal in most cases,Spain,Never,
No,No,,13079677,No,Oppose,Don't know (DO NOT READ),Spain,Seldom,
Don't know (DO NOT READ),Don't know (DO NOT READ),,13079684,Don't know (DO NOT READ),Favor,Don't know (DO NOT READ),Spain,Once a week,
Yes,Yes,Yes,13079686,Yes,Favor,Legal in all cases,Spain,Never,
Yes,Yes,Yes,13079775,Yes,Strongly favor,Legal in all cases,Spain,Never,
Yes,Yes,Yes,13079799,Yes,Favor,Legal in all cases,Spain,Never,
Yes,Yes,,13079804,Yes,Favor,Legal in all cases,Spain,Once or twice a month,
Yes,Yes,,13079811,Yes,Favor,Legal in most cases,Spain,A few times a year,
Yes,Yes,,13079813,Yes,Favor,Legal in most cases,Spain,Once or twice a month,
Yes,Yes,,13079824,Yes,Favor,Legal in all cases,Spain,Never,
Yes,Yes,Yes,13079863,Yes,Strongly favor,Legal in all cases,Spain,Never,
Yes,Yes,,13079875,Yes,Don't know (DO NOT READ),Legal in most cases,Spain,Seldom,
Yes,Yes,Yes,13079900,Yes,Don't know (DO NOT READ),Legal in all cases,Spain,Never,
Yes,Yes,Yes,13079974,Yes,Favor,Legal in most cases,Spain,Never,
No,No,,13079982,No,Don't know (DO NOT READ),Legal in all cases,Spain,Seldom,
Yes,Yes,,13079983,Yes,Don't know (DO NOT READ),Legal in most cases,Spain,Once a week,
Yes,Yes,Yes,13080001,Yes,Strongly favor,Legal in all cases,Spain,Never,
No,No,,13080034,No,Favor,Don't know (DO NOT READ),Spain,Once a week,
Yes,Yes,,13080039,Yes,Favor,Legal in all cases,Spain,Once a week,
Yes,Yes,,13080062,Yes,Favor,Legal in all cases,Spain,Never,
Yes,Yes,Yes,13080065,Yes,Strongly favor,Legal in most cases,Spain,Never,
Yes,Yes,Yes,13080082,Yes,Favor,Legal in most cases,Spain,Seldom,
Yes,No,,13080130,Yes,Favor,Legal in most cases,Spain,Seldom,
Yes,Yes,,13080132,Yes,Favor,Legal in all cases,Spain,Never,
Yes,Yes,,13080153,Yes,Favor,Legal in all cases,Spain,A few times a year,
Yes,Yes,Yes,13080200,Yes,Favor,Legal in most cases,Spain,Never,
No,No,,13080225,Yes,Oppose,Legal in most cases,Spain,Never,
Yes,Yes,Yes,13080239,Yes,Strongly favor,Legal in all cases,Spain,Never,
Yes,Yes,Yes,13080267,Yes,Favor,Legal in all cases,Spain,Never,
Yes,Yes,,13080330,Yes,Refused (DO NOT READ),Legal in most cases,Spain,More than once a week,
Yes,Yes,,13080344,Yes,Refused (DO NOT READ),Illegal in most cases,Spain,Once or twice a month,
Yes,Yes,,13080460,Yes,Favor,Legal in most cases,Spain,Seldom,
Yes,Yes,Yes,13080465,Yes,Refused (DO NOT READ),Don't know (DO NOT READ),Spain,Seldom,
Yes,Yes,Yes,13080589,Yes,Strongly favor,Refused (DO NOT READ),Spain,Never,
Yes,Other / Both / Neither / Depends (DO NOT READ),,13080673,Yes,Favor,Legal in all cases,Spain,Once or twice a month,
No,No,,13080735,No,Favor,Legal in most cases,Spain,Once a week,
Yes,,Yes,13080781,Yes,Favor,Refused (DO NOT READ),Spain,,A few times a year especially for Eid
Yes,Yes,Yes,13080832,,Strongly favor,Legal in all cases,Spain,Never,
Yes,Yes,,13080885,Yes,Strongly favor,Legal in most cases,Spain,Never,
Yes,Yes,Yes,13080972,Yes,Favor,Legal in most cases,Spain,More than once a week,
Yes,Yes,,13081031,Yes,Favor,Legal in most cases,Spain,Never,
Yes,Yes,Yes,13081102,Yes,Favor,Legal in most cases,Spain,Never,
Yes,Yes,Yes,13081108,Yes,Favor,Legal in all cases,Spain,A few times a year,
Yes,Yes,Yes,13081115,Yes,Strongly favor,Legal in all cases,Spain,Seldom,
No,No,,13081185,No,Favor,Legal in most cases,Spain,Never,
Yes,Yes,Yes,13081266,Yes,Favor,Legal in all cases,Spain,Never,
Yes,Yes,Yes,13081298,Yes,Favor,Legal in all cases,Spain,Never,
Other / Both / Neither / Depends (DO NOT READ),Other / Both / Neither / Depends (DO NOT READ),,13081304,Other / Both / Neither / Depends (DO NOT READ),Strongly oppose,Refused (DO NOT READ),Spain,Seldom,
Yes,Yes,,13081334,Yes,Favor,Legal in all cases,Spain,Once or twice a month,
Yes,Yes,Yes,13081340,,Favor,Legal in most cases,Spain,Once or twice a month,
Yes,Yes,,13081392,Yes,Strongly oppose,Illegal in most cases,Spain,Seldom,
Yes,Yes,Yes,13081402,Yes,Favor,Legal in most cases,Spain,Never,
Yes,Yes,Yes,13081455,Yes,Favor,Legal in most cases,Spain,Never,
Yes,Yes,,13081492,Yes,Favor,Legal in most cases,Spain,Never,
Yes,Yes,,13081546,Yes,Favor,Legal in all cases,Spain,Seldom,
Yes,Yes,Yes,13081632,Yes,Favor,Legal in all cases,Spain,Never,
Yes,Yes,Yes,13081644,,Don't know (DO NOT READ),Legal in most cases,Spain,Seldom,
Yes,Yes,,13081647,Yes,Favor,Legal in most cases,Spain,Seldom,
Yes,Yes,,13081663,Yes,Favor,Legal in all cases,Spain,Seldom,
Yes,Yes,Yes,13081698,Yes,Don't know (DO NOT READ),Legal in most cases,Spain,Never,
Yes,Yes,,13081724,Yes,Strongly favor,Legal in most cases,Spain,Once or twice a month,
Yes,Yes,,13081750,Yes,Strongly favor,Legal in all cases,Spain,Never,
Yes,Yes,,13081766,Yes,Favor,Legal in all cases,Spain,Never,
Yes,Yes,Yes,13081815,Yes,Strongly favor,Legal in all cases,Spain,Seldom,
Yes,Yes,Yes,13081850,Yes,Strongly favor,Legal in most cases,Spain,Seldom,
Yes,Yes,,13081871,Yes,Oppose,Illegal in all cases,Spain,More than once a week,
Yes,Yes,,13081884,Yes,Favor,Don't know (DO NOT READ),Spain,Seldom,
Yes,Yes,,13081897,Yes,Favor,Legal in all cases,Spain,Seldom,
Yes,Yes,,13082004,Yes,Favor,Illegal in most cases,Spain,Once a week,
Yes,No,,13082008,Yes,Favor,Legal in most cases,Spain,A few times a year,
Yes,Yes,,13082126,Yes,Oppose,Illegal in most cases,Spain,Once or twice a month,
Yes,Yes,,13082218,Yes,Don't know (DO NOT READ),Legal in most cases,Spain,A few times a year,
Yes,Yes,,13082310,Yes,Favor,Legal in most cases,Spain,Never,
Yes,Yes,Yes,13082326,Yes,Favor,Legal in all cases,Spain,A few times a year,
Yes,Yes,,13082329,Yes,Oppose,Illegal in most cases,Spain,Once a week,
Yes,Yes,,13082344,Yes,Strongly favor,Legal in most cases,Spain,Seldom,
Yes,Yes,Yes,13082396,Yes,Favor,Legal in most cases,Spain,Never,
Yes,Yes,Yes,13082400,Yes,Strongly favor,Illegal in most cases,Spain,Seldom,
Yes,Yes,Yes,13082415,Yes,Strongly favor,Legal in most cases,Spain,Never,
Yes,Yes,,13082471,Yes,Favor,Legal in most cases,Spain,Seldom,
Yes,Yes,,13082554,Yes,Favor,Legal in most cases,Spain,Never,
Yes,Yes,,13082556,Yes,Favor,Illegal in all cases,Spain,Once a week,
Yes,Yes,,13082618,Yes,Favor,Legal in most cases,Spain,Once a week,
Yes,Yes,,13082676,Yes,Refused (DO NOT READ),Legal in most cases,Spain,Once or twice a month,
Yes,Yes,,13082712,Yes,Favor,Illegal in all cases,Spain,A few times a year,
Yes,Yes,Yes,13082727,Yes,Strongly favor,Legal in all cases,Spain,Never,
Yes,Yes,Yes,13082747,Yes,Strongly favor,Legal in all cases,Spain,Never,
Yes,Yes,,13082782,Yes,Favor,Legal in most cases,Spain,Seldom,
Yes,Yes,,13082800,Yes,Favor,Illegal in all cases,Spain,Once a week,
Yes,Yes,Yes,13082801,Yes,Strongly favor,Legal in most cases,Spain,A few times a year,
Yes,Yes,,13082822,Yes,Favor,Legal in most cases,Spain,Seldom,
Yes,Yes,Yes,13082859,Yes,Favor,Legal in all cases,Spain,Seldom,
Yes,Yes,Yes,13082902,Yes,Favor,Legal in most cases,Spain,Seldom,
Yes,Yes,,13082918,Yes,Strongly favor,Legal in all cases,Spain,Seldom,
Yes,Yes,,13083027,Yes,Don't know (DO NOT READ),Illegal in most cases,Spain,Once a week,
Yes,Yes,,13083035,Yes,Strongly favor,Legal in most cases,Spain,Never,
Yes,Yes,,13083075,Yes,Favor,Legal in most cases,Spain,Seldom,
Yes,Yes,,13083083,Yes,Favor,Legal in all cases,Spain,Once or twice a month,
Yes,Yes,,13083090,Yes,Strongly favor,Don't know (DO NOT READ),Spain,Once a week,
Yes,Yes,,13083125,Yes,Favor,Legal in most cases,Spain,Seldom,
Yes,Yes,,13083157,Yes,Strongly favor,Legal in most cases,Spain,Never,
Yes,No,,13083169,Yes,Favor,Legal in all cases,Spain,Never,
Other / Both / Neither / Depends (DO NOT READ),Other / Both / Neither / Depends (DO NOT READ),,13083256,Other / Both / Neither / Depends (DO NOT READ),Favor,Legal in most cases,Spain,Never,
Yes,Yes,,13083302,Yes,Favor,Legal in all cases,Spain,Seldom,
Yes,No,,13083306,Yes,Oppose,Legal in most cases,Spain,A few times a year,
Yes,Yes,,13083415,Yes,Strongly favor,Legal in all cases,Spain,Never,
Yes,Yes,Yes,13083439,Yes,Don't know (DO NOT READ),Don't know (DO NOT READ),Spain,Seldom,
Yes,Yes,,13083527,Yes,Oppose,Illegal in most cases,Spain,More than once a week,
Yes,Yes,Yes,13083535,Yes,Strongly favor,Legal in most cases,Spain,Never,
Yes,Yes,Yes,13083565,Yes,Strongly oppose,Illegal in all cases,Spain,Never,
Yes,Yes,,13083567,Yes,Favor,Illegal in most cases,Spain,A few times a year,
Yes,Yes,,13083576,Yes,Oppose,Illegal in all cases,Spain,More than once a week,
Yes,Yes,,13083583,Yes,Oppose,Legal in most cases,Spain,Seldom,
Yes,Yes,Yes,13083608,Yes,Favor,Legal in all cases,Spain,Never,
Yes,Yes,,13083610,Other / Both / Neither / Depends (DO NOT READ),Don't know (DO NOT READ),Legal in most cases,Spain,Seldom,
Yes,Yes,,13083614,Yes,Strongly favor,Legal in most cases,Spain,Never,
Yes,Yes,,13083656,Yes,Favor,Legal in most cases,Spain,Seldom,
Yes,Yes,,13083677,Yes,Strongly favor,Legal in all cases,Spain,Never,
Yes,Yes,,13083692,Yes,Favor,Refused (DO NOT READ),Spain,Seldom,
Yes,Yes,Yes,13083780,Yes,Favor,Legal in most cases,Spain,Never,
Yes,Yes,Yes,13083822,Yes,Strongly oppose,Refused (DO NOT READ),Spain,Never,
Yes,Yes,,13083828,Yes,Strongly favor,Legal in most cases,Spain,More than once a week,
Yes,Yes,,13083829,Yes,Strongly favor,Legal in all cases,Spain,Once or twice a month,
Yes,Yes,,13083862,Yes,Favor,Illegal in most cases,Spain,Once a week,
Yes,Yes,,13083939,Yes,Strongly oppose,Illegal in most cases,Spain,Once a week,
Yes,Yes,,13083979,No,Favor,Legal in all cases,Spain,Seldom,
Yes,Yes,Yes,13083982,Yes,Favor,Legal in all cases,Spain,Never,
Yes,Yes,,13084062,Yes,Favor,Legal in most cases,Spain,Never,
Yes,Yes,Yes,13084070,Yes,Favor,Illegal in all cases,Spain,Never,
Yes,Yes,Yes,13084120,Yes,Strongly oppose,Illegal in all cases,Spain,More than once a week,
Yes,Yes,Yes,13084135,Yes,Favor,Legal in most cases,Spain,Seldom,
Yes,Yes,,13084144,Yes,Favor,Legal in most cases,Spain,More than once a week,
Yes,Yes,Yes,13084158,Yes,Favor,Legal in all cases,Spain,Never,
Yes,Yes,Yes,13084161,Yes,Strongly favor,Legal in all cases,Spain,Never,
Yes,Yes,Yes,13084226,Yes,Oppose,Legal in all cases,Spain,Once a week,
Yes,Yes,,13084259,Yes,Favor,Illegal in all cases,Spain,Seldom,
Yes,Yes,,13084306,Yes,Oppose,Illegal in all cases,Spain,Seldom,
Yes,Yes,,13084389,Yes,Favor,Legal in most cases,Spain,A few times a year,
Yes,Yes,Yes,13084407,Yes,Strongly favor,Legal in all cases,Spain,A few times a year,
Yes,Yes,Yes,13084427,Yes,Favor,Legal in all cases,Spain,Never,
Yes,Yes,,13084491,Yes,Favor,Legal in most cases,Spain,Never,
Yes,Yes,Yes,13084514,Yes,Strongly favor,Legal in most cases,Spain,Never,
Yes,Yes,,13084525,Yes,Favor,Legal in most cases,Spain,Seldom,
Yes,Yes,Yes,13592972,Yes,Favor,Legal in most cases,Spain,Never,
Yes,Yes,,13593297,Yes,Strongly favor,Legal in most cases,Spain,A few times a year,
Yes,Yes,,13593311,Yes,Strongly favor,Legal in all cases,Spain,Never,
Yes,Yes,Yes,13593367,Yes,Strongly oppose,Illegal in all cases,Spain,More than once a week,
Yes,Yes,Yes,13593402,Yes,Strongly favor,Legal in all cases,Spain,Never,
Yes,Yes,Yes,13593432,Yes,Strongly favor,Legal in most cases,Spain,Never,
Yes,Yes,,13593488,Yes,Strongly favor,Legal in most cases,Spain,Once a week,
Yes,Yes,Yes,13593595,Yes,Favor,Legal in all cases,Spain,Never,
Yes,Yes,,13593612,Yes,Favor,Legal in most cases,Spain,Never,
Yes,Yes,,13593648,Yes,Favor,Legal in all cases,Spain,A few times a year,
Yes,Yes,,13593837,Yes,Favor,Legal in most cases,Spain,Seldom,
Yes,Yes,Yes,13594222,Yes,Favor,Illegal in most cases,Spain,Never,
Yes,Yes,,13594231,Yes,Favor,Legal in all cases,Spain,Seldom,
Yes,Yes,,13594498,Yes,Strongly favor,Legal in most cases,Spain,Once a week,
Yes,Yes,,13594583,Yes,Favor,Illegal in most cases,Spain,Once or twice a month,
Yes,Yes,,13594675,Yes,Favor,Legal in most cases,Spain,Seldom,
Yes,Yes,Yes,13594689,Yes,Favor,Legal in all cases,Spain,Never,
Yes,Yes,,13643646,Yes,Strongly favor,Legal in all cases,Spain,Seldom,
No,No,,13643763,No,Oppose,Legal in most cases,Spain,Once or twice a month,
No,No,,13643764,Don't know (DO NOT READ),Favor,Illegal in most cases,Spain,Once a week,
Yes,Yes,Yes,13643893,Yes,Favor,Legal in all cases,Spain,A few times a year,
Yes,Yes,Yes,13643899,Yes,Strongly favor,Legal in most cases,Spain,Never,
Yes,Yes,,13643902,Yes,Favor,Legal in most cases,Spain,A few times a year,
Yes,Yes,,13643911,Yes,Favor,Legal in most cases,Spain,A few times a year,
No,No,,13643935,No,Oppose,Legal in most cases,Spain,Seldom,
Yes,Yes,,13643977,Yes,Strongly favor,Legal in all cases,Spain,Seldom,
Yes,Yes,Yes,13644062,Yes,Strongly favor,Legal in most cases,Spain,Never,
Yes,Yes,Yes,13644219,Yes,Favor,Legal in most cases,Spain,Seldom,
Yes,Yes,Yes,13644279,Yes,Favor,Legal in most cases,Spain,Never,
Yes,Yes,Yes,13644504,Yes,Strongly favor,Legal in all cases,Spain,Never,
Yes,Yes,,13644544,Yes,Favor,Legal in most cases,Spain,Once or twice a month,
Yes,Yes,Yes,13644921,Yes,Strongly favor,Legal in most cases,Spain,Never,
Yes,Yes,,13645090,Yes,Strongly favor,Legal in all cases,Spain,A few times a year,
Yes,Yes,,13645099,Yes,Favor,Legal in most cases,Spain,Never,
Yes,Yes,,13645406,Yes,Favor,Illegal in most cases,Spain,Never,
Yes,Yes,Yes,13645450,Yes,Favor,Legal in all cases,Spain,Never,
Yes,Yes,,13645758,Yes,Favor,Legal in most cases,Spain,Once a week,
Yes,Yes,,13645896,Yes,Oppose,Legal in most cases,Spain,Seldom,
Yes,Yes,Yes,13645910,Yes,Strongly favor,Legal in all cases,Spain,Never,
Yes,No,,13645992,Yes,Oppose,Legal in all cases,Spain,Once a week,
Yes,Yes,,13680677,Yes,Strongly favor,Legal in most cases,Spain,Seldom,
Yes,Yes,Yes,13680680,Yes,Favor,Legal in most cases,Spain,Never,
Yes,No,,13680766,Yes,Oppose,Legal in all cases,Spain,A few times a year,
Yes,Yes,Yes,13680947,Yes,Strongly favor,Legal in all cases,Spain,Seldom,
Yes,Yes,Yes,13680984,Yes,Favor,Legal in all cases,Spain,Never,
Don't know (DO NOT READ),Yes,Don't know (DO NOT READ),13690878,Yes,Favor,Legal in all cases,Spain,Never,
Yes,No,Yes,13691010,Yes,Favor,Don't know (DO NOT READ),Spain,Never,
Yes,Yes,,13691121,Yes,Strongly favor,Legal in most cases,Spain,Once a week,
Yes,Yes,,13691765,Yes,Oppose,Legal in most cases,Spain,Seldom,
Yes,Yes,,13691989,Yes,Favor,Legal in most cases,Spain,Once or twice a month,
Yes,Yes,,13299327,Yes,Favor,Legal in most cases,Spain,Never,
Yes,Yes,Yes,13299372,Yes,Strongly favor,Illegal in most cases,Spain,Seldom,
Yes,Yes,,13299375,Yes,Favor,Legal in most cases,Spain,Seldom,
Yes,Yes,Yes,13299449,Yes,Strongly favor,Legal in most cases,Spain,Once a week,
Yes,Yes,,13299450,Yes,Favor,Legal in most cases,Spain,Once or twice a month,
Other / Both / Neither / Depends (DO NOT READ),Yes,,13299503,Other / Both / Neither / Depends (DO NOT READ),Favor,Refused (DO NOT READ),Spain,Never,
Yes,Yes,Yes,13299533,Yes,Strongly favor,Legal in most cases,Spain,Never,
Yes,Yes,,13299573,Yes,Favor,Legal in most cases,Spain,A few times a year,
No,No,,13299578,No,Don't know (DO NOT READ),Legal in all cases,Spain,A few times a year,
Yes,Yes,,13299634,Yes,Strongly favor,Illegal in all cases,Spain,Once a week,
Yes,Yes,,13299662,Yes,Favor,Legal in most cases,Spain,Never,
Yes,Yes,Yes,13299689,Yes,Strongly favor,Legal in all cases,Spain,Seldom,
Yes,Yes,,13299751,Yes,Favor,Legal in most cases,Spain,Seldom,
Yes,Yes,Yes,13299752,Yes,Favor,Legal in all cases,Spain,Never,
Yes,Yes,,13299784,Yes,Favor,Legal in most cases,Spain,Once a week,
Yes,Yes,,13299800,Yes,Favor,Legal in most cases,Spain,Seldom,
Yes,No,,13299824,Yes,Oppose,Illegal in most cases,Spain,Once a week,
Yes,Yes,Yes,13299832,Yes,Strongly favor,Legal in all cases,Spain,Never,
Yes,Yes,Yes,13299855,Yes,Favor,Legal in most cases,Spain,Once or twice a month,
Yes,Yes,Yes,13299859,Yes,Favor,Legal in most cases,Spain,Never,
Yes,Yes,Yes,13299882,Yes,Favor,Legal in most cases,Spain,Seldom,
Yes,Yes,Yes,13299897,Yes,Favor,Legal in most cases,Spain,Never,
Yes,Yes,Yes,13299906,Yes,Strongly favor,Illegal in most cases,Spain,Seldom,
Yes,No,Yes,13299959,No,Favor,Legal in all cases,Spain,Never,
Yes,Other / Both / Neither / Depends (DO NOT READ),Yes,13299978,Yes,Favor,Legal in most cases,Spain,Never,
Yes,Yes,Yes,13300026,Yes,Favor,Legal in all cases,Spain,A few times a year,
Yes,Yes,,13300041,Yes,Oppose,Legal in most cases,Spain,A few times a year,
Yes,Yes,Yes,13300060,Yes,Oppose,Legal in most cases,Spain,Never,
Yes,Yes,Yes,13300106,Yes,Strongly favor,Legal in all cases,Spain,Never,
Yes,Yes,Yes,13300207,,Strongly favor,Legal in all cases,Spain,Seldom,
Yes,Yes,Yes,13300214,Yes,Refused (DO NOT READ),Legal in all cases,Spain,Never,
Yes,Yes,Yes,13300239,Yes,Strongly favor,Legal in most cases,Spain,Never,
Yes,Yes,,13300254,Yes,Favor,Legal in most cases,Spain,Seldom,
Yes,Yes,Yes,13300278,Yes,Favor,Don't know (DO NOT READ),Spain,Seldom,
Yes,Yes,Yes,13300302,Yes,Favor,Legal in all cases,Spain,Never,
Yes,Yes,,13300314,Yes,Favor,Illegal in most cases,Spain,A few times a year,
Yes,Yes,,13300357,Yes,Favor,Legal in all cases,Spain,A few times a year,
Yes,Yes,,13300366,Yes,Strongly favor,Legal in all cases,Spain,A few times a year,
Yes,Yes,Yes,13300407,Yes,Favor,Legal in most cases,Spain,Never,
Yes,Yes,Yes,13300448,Yes,Strongly favor,Legal in most cases,Spain,Seldom,
Yes,Yes,,13300478,Yes,Favor,Legal in most cases,Spain,Never,
Yes,Yes,Yes,13300480,Yes,Strongly favor,Legal in most cases,Spain,Seldom,
Yes,Yes,Yes,13300524,Yes,Strongly favor,Legal in most cases,Spain,Never,
Yes,Yes,Yes,13300530,Yes,Favor,Legal in most cases,Spain,Never,
Yes,Yes,Yes,13300552,,Strongly favor,Legal in most cases,Spain,Never,
Yes,,Yes,13300576,No,Refused (DO NOT READ),Illegal in most cases,Spain,,Never
Yes,,Yes,13300626,No,Oppose,Illegal in all cases,Spain,,Once a week for Friday Prayer
Yes,Yes,,13300653,Yes,Strongly favor,Legal in most cases,Spain,Once or twice a month,
Yes,Yes,,13300689,Yes,Oppose,Legal in most cases,Spain,More than once a week,
Yes,Yes,,13300725,Yes,Favor,Legal in most cases,Spain,A few times a year,
Yes,Yes,,13300734,Yes,Favor,Legal in most cases,Spain,Once a week,
Yes,Yes,,13300855,Yes,Strongly favor,Legal in most cases,Spain,Seldom,
Yes,Yes,,13301058,Yes,Don't know (DO NOT READ),Don't know (DO NOT READ),Spain,Seldom,
Yes,No,,13301083,Yes,Favor,Illegal in most cases,Spain,A few times a year,
Yes,Yes,,13301105,Yes,Favor,Legal in all cases,Spain,Once or twice a month,
Yes,Yes,Yes,13301126,Yes,Strongly favor,Legal in most cases,Spain,Never,
Yes,Yes,,13301128,Yes,Favor,Legal in all cases,Spain,Once or twice a month,
Yes,Yes,Yes,13301152,Yes,Favor,Legal in all cases,Spain,Never,
Yes,Yes,,13301177,Yes,Strongly favor,Legal in all cases,Spain,Seldom,
Yes,Yes,,13301181,Yes,Strongly favor,Legal in all cases,Spain,Once or twice a month,
Yes,Yes,,13301203,Yes,Favor,Legal in most cases,Spain,Seldom,
Yes,Yes,Yes,13301281,Yes,Favor,Legal in all cases,Spain,Never,
Yes,Yes,,13301289,Yes,Favor,Legal in all cases,Spain,Seldom,
Yes,Yes,,13301310,Yes,Favor,Legal in all cases,Spain,Seldom,
Yes,Yes,Yes,13301351,Yes,Strongly favor,Legal in all cases,Spain,A few times a year,
Yes,Yes,,13301358,Yes,Favor,Legal in most cases,Spain,A few times a year,
Yes,Yes,Yes,13301360,Yes,Favor,Legal in all cases,Spain,Never,
Yes,Yes,Yes,13301422,Yes,Strongly favor,Legal in most cases,Spain,Never,
Yes,Yes,,13301499,Yes,Favor,Legal in most cases,Spain,Seldom,
Yes,Yes,,13301529,Yes,Favor,Legal in all cases,Spain,Never,
Yes,Yes,,13301558,Yes,Favor,Don't know (DO NOT READ),Spain,More than once a week,
Yes,Yes,,13301589,Yes,Favor,Legal in all cases,Spain,Seldom,
Yes,Yes,Yes,13301703,Yes,Favor,Legal in most cases,Spain,Never,
Yes,Yes,,13301756,Yes,Favor,Refused (DO NOT READ),Spain,Seldom,
Yes,Yes,Yes,13301775,Yes,Strongly favor,Legal in most cases,Spain,A few times a year,
Yes,Yes,Yes,13301832,Yes,Oppose,Legal in most cases,Spain,Seldom,
Yes,Yes,,13301860,Yes,Strongly favor,Legal in all cases,Spain,Seldom,
Yes,Yes,Yes,13301889,Yes,Strongly favor,Legal in all cases,Spain,Never,
Yes,Yes,Yes,13301898,Yes,Strongly favor,Legal in all cases,Spain,Seldom,
Yes,Yes,Yes,13301923,,Oppose,Legal in most cases,Spain,Never,
No,No,Yes,13302107,Don't know (DO NOT READ),Favor,Refused (DO NOT READ),Spain,Never,
Yes,Yes,Yes,13302110,Yes,Strongly favor,Refused (DO NOT READ),Spain,Never,
Yes,Yes,,13302127,Yes,Favor,Legal in most cases,Spain,Never,
Yes,Yes,,13302256,Yes,Favor,Legal in all cases,Spain,Once or twice a month,
Yes,Yes,,13302265,Yes,Refused (DO NOT READ),Refused (DO NOT READ),Spain,Never,
No,No,,13302413,No,Favor,Don't know (DO NOT READ),Spain,Seldom,
No,No,Yes,13302423,Yes,Favor,Legal in all cases,Spain,Never,
Yes,Yes,Yes,13302452,Yes,Strongly favor,Legal in all cases,Spain,Never,
Yes,Yes,,13302509,Yes,Don't know (DO NOT READ),Don't know (DO NOT READ),Spain,Seldom,
Yes,Yes,Yes,13302510,Yes,Strongly favor,Legal in most cases,Spain,Never,
Yes,Yes,,13302523,Other / Both / Neither / Depends (DO NOT READ),Strongly oppose,Illegal in most cases,Spain,Once a week,
Yes,Yes,Yes,13302526,Yes,Oppose,Illegal in most cases,Spain,Seldom,
Yes,Yes,,13302551,Yes,Favor,Legal in most cases,Spain,Once or twice a month,
Yes,Yes,,13302576,Yes,Favor,Legal in most cases,Spain,Never,
Yes,Yes,,13302603,Yes,Favor,Legal in most cases,Spain,Never,
Yes,Yes,Yes,13302677,Yes,Strongly favor,Legal in all cases,Spain,Seldom,
Yes,Yes,,13302688,Yes,Favor,Illegal in all cases,Spain,Never,
Yes,Yes,,13302709,Yes,Favor,Illegal in most cases,Spain,A few times a year,
No,,No,13302714,Yes,Favor,Legal in most cases,Spain,,Never
Yes,Yes,Yes,13302814,Yes,Strongly favor,Legal in most cases,Spain,Never,
Yes,Yes,Yes,13302823,Yes,Favor,Refused (DO NOT READ),Spain,Never,
Yes,Yes,Yes,13302905,Yes,Strongly favor,Legal in all cases,Spain,Never,
Yes,Yes,Yes,13302928,Yes,Favor,Don't know (DO NOT READ),Spain,A few times a year,
Yes,Yes,Yes,13303091,Yes,Favor,Legal in all cases,Spain,Seldom,
Yes,Yes,,13303133,Yes,Favor,Illegal in all cases,Spain,Once a week,
Yes,No,,13303188,Yes,Favor,Legal in most cases,Spain,Seldom,
Yes,Yes,,13303232,Yes,Favor,Legal in most cases,Spain,Once a week,
Yes,Yes,,13303265,Yes,Favor,Legal in all cases,Spain,A few times a year,
Yes,Yes,,13303297,Yes,Favor,Legal in most cases,Spain,Never,
Yes,Yes,,13303301,Yes,Don't know (DO NOT READ),Legal in most cases,Spain,Once or twice a month,
Yes,Yes,,13303352,Yes,Strongly favor,Legal in all cases,Spain,Never,
Yes,Yes,Yes,13303363,Yes,Favor,Legal in most cases,Spain,Never,
Yes,Yes,,13303383,Yes,Strongly favor,Legal in all cases,Spain,Never,
Yes,Yes,Yes,13303501,Yes,Strongly favor,Legal in most cases,Spain,Never,
No,No,,13303527,No,Favor,Illegal in most cases,Spain,A few times a year,
Yes,Yes,Yes,13303583,Yes,Favor,Legal in all cases,Spain,Never,
